Type,Filename,Placement,MinHeight,MaxHeight,MinAngle,MaxAngle,MinScale,MaxScale,MinScaleY,MaxScaleY,PatchEdgeScaling,MaxXZRotation,MaxYRotation,MaxRaise,MaxLower,DestroyedByPlayerShip,DestroyedByTerrainEdit,IsFloatingIsland,CreaturesCanEat,Coverage,FlatDensity,SlopeDensity,SlopeMultiplier,DrawDistance
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,90,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,90,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,90,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,90,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,90,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,90,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,90,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,90,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,90,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,90,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0015,0.0015,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,90,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0008,0.0008,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,90,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0008,0.0008,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,90,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0008,0.0008,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,90,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0008,0.0008,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,90,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0008,0.0008,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,90,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0008,0.0008,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,90,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0005,0.0005,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,90,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0005,0.0005,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,90,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0005,0.0005,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/MEDIUM/WATERLIGHT.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,90,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.0005,0.0005,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-1600,-400,0,180,1,1,1,1,1,3,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.013,0.013,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-1600,-400,0,180,1,1,1,1,1,3,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.013,0.013,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-1600,-400,0,180,1,1,1,1,1,3,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.013,0.013,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.013,0.013,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.013,0.013,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.013,0.013,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.013,0.013,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.013,0.013,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.03,0.03,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.03,0.03,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.03,0.03,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.03,0.03,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.2,0.03,0.03,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-400,-200,0,180,1,1,1,1,1,0,180,100,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.013,0.013,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-600,-400,0,180,1,1,1,1,1,0,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.013,0.013,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-800,-600,0,180,1,1,1,1,1,0,180,500,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.013,0.013,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-1000,-800,0,180,1,1,1,1,1,0,180,700,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.013,0.013,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-1600,-1000,0,180,1,1,1,1,1,0,180,900,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.013,0.013,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-1600,-400,0,180,1,1,1,1,1,3,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.006,0.006,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-1600,-400,0,180,1,1,1,1,1,3,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.006,0.006,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPFLOATGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-1600,-400,0,180,1,1,1,1,1,3,180,300,-40,TRUE,TRUE,FALSE,FALSE,0.1,0.006,0.006,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPGLOWGRASS.SCENE.MBIN,FLORACLUMP,-1600,-200,0,60,2,3,1,1,1,3,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.06,0.06,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/DEEPGLOWGRASS.SCENE.MBIN,BLANKETCLUMP,-1600,-200,0,60,2,3,1,1,0.5,3,180,0,0,TRUE,TRUE,FALSE,FALSE,0.35,0.07,0.07,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/SMALLFLESHYTUBE.SCENE.MBIN,JAMESPATCH,-1600,-200,0,180,1.5,2.5,1,1,1,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.005,0.005,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/SMALLFLESHYTUBEHOLO.SCENE.MBIN,BLANKETCLUMP,-1600,-200,0,180,1.2,1.8,1,1,1,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.007,0.007,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/SMALLKELP.SCENE.MBIN,JAMESPATCH,-200,-5,0,65,0.8,1.1,0.9,1.1,1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.5,0.08,0.08,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/DEEPWATER/SMALL/SMALLKELP.SCENE.MBIN,JAMESPATCH,-200,-5,0,65,0.8,1.1,0.9,1.1,1,0,180,0,0,TRUE,TRUE,FALSE,TRUE,0.5,0.08,0.08,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/LARGEPROP/LARGECURVEPROP.SCENE.MBIN,FLORACLUMP,-1600,-200,0,60,6,7,0.9,1.1,0,40,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.016,0.016,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/MEDIUMPLANTS/MEDIUIMGLOWPLANT.SCENE.MBIN,BLANKETCLUMP,-1600,-200,0,40,1,1,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/MEDIUMPLANTS/MEDIUIMGLOWPLANT.SCENE.MBIN,BLANKETCLUMP,-200,-12,0,70,1.2,1.9,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Single,MODELS/PLANETS/BIOMES/UNDERWATER/MEDIUMPLANTS/MEDIUIMGLOWPLANT.SCENE.MBIN,BLANKETCLUMP,-200,-12,0,70,1.2,1.9,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.001,0.001,1,Objects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/UPDATEPROPS/ANENOMESHAPE.SCENE.MBIN,ROCKCLUMP,-1600,-200,0,60,4,5,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.005,0.005,1,DetailObjects
Instanced,MODELS/PLANETS/BIOMES/UNDERWATER/UPDATEPROPS/ANENOMESHAPE.SCENE.MBIN,GRASSCLUMP,-1600,-200,0,70,4,5,1,1,0,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.1,0.0025,0.0025,1,DetailObjects
